Job Title,Company Name,Salary Min,Salary Max,Location,Experience Level,Contract Type,Contract Time,Created,Description,Skills,Source Platform,Search Title
"AI Research Scientist, CoreML - Monetization AI",Meta,112763.83,112763.83,"Tallahassee, Leon County",,,,2025-11-11T10:27:30Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,135112.08,135112.08,"Tarrytown, Travis County",,,,2025-11-11T10:28:20Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,114004.41,114004.41,"Springfield, Sangamon County",,,,2025-11-11T10:27:55Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,119199.04,119199.04,"Lansing, Ingham County",,,,2025-11-11T13:19:01Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,170851.44,170851.44,"Pierre, Hughes County",,,,2025-11-12T14:37:12Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,116634.73,116634.73,"Providence, Providence County",,,,2025-11-12T14:16:26Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,112590.18,112590.18,"Capitol, Richmond",,,,2025-11-12T10:38:30Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,111058.16,111058.16,"Montpelier, Washington County",,,,2025-11-12T14:25:00Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,115677.31,115677.31,"Helena, Lewis and Clark County",,,,2025-11-11T12:33:24Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,103921.55,103921.55,"Jackson, Hinds County",,,,2025-11-11T13:02:07Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,107886.47,107886.47,"Phoenix, Maricopa County",,,,2025-11-11T13:14:24Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,115609.27,115609.27,"Topeka, Shawnee County",,,,2025-11-11T12:58:11Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,142982.52,142982.52,"Wyoming, Kent County",,,,2025-11-11T13:50:17Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,111919.8,111919.8,"Boise, Ada County",,,,2025-11-11T13:51:15Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,140187.84,140187.84,"Grandview Heights, Franklin County",,,,2025-11-12T13:20:34Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,117429.4,117429.4,"Nashville, Davidson County",,,,2025-11-12T14:33:13Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,119390.4,119390.4,"Carson Mall, Carson City",,,,2025-11-12T13:47:31Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
"AI Research Scientist, CoreML - Monetization AI",Meta,140438.34,140438.34,"State House, Lancaster County",,,,2025-11-12T13:42:30Z,"Summary: We are the Monetization Ranking AI Research organization, dedicated to delivering personalized ads that maximize both user utility and advertiser value. We focus on advancing AI and ML technologies for all aspects of Monetization, including ranking, retrieval, model architecture, and optimization. By consistently integrating cutting-edge AI/ML advancements, we help Meta's products achieve long-term goals and have contributed tens of billions in revenue. With our growing impact, we're s…",Scientific & QA Jobs,Adzuna,AI Researcher
Prompt Engineer / Sr. Prompt Engineer,"Applied Systems, Inc.",69777.62,69777.62,US,,,full_time,2025-11-11T05:47:36Z,"Amazing Career Moments Happen Here Transforming the insurance industry is ambitious, we know. That’s why at Applied, we’re building a team that shows up every day ready to learn, willing to try new things, and driven to deliver innovative software and services that make us indispensable to our customers – all within a culture built on values that make us indispensable to each other too. With 40 years of experience in the insurtech game, we’re not just redefining what’s achievable, we’re creatin…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,83698.25,83698.25,"New York City, New York",,,,2025-11-22T12:51:32Z,"Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,US,,,,2025-11-21T18:04:36Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Alabama, US",,,,2023-07-24T12:56:20Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Prince, Manhattan",,,,2023-07-24T12:56:04Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Feasterville, Bucks County",,,,2023-07-24T12:56:17Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Plano, Collin County",,,,2023-07-24T12:56:20Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Chelsea and Clinton, Manhattan",,,,2023-07-24T12:56:17Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"North Carolina, US",,,,2023-07-24T12:56:17Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Massachusetts, US",,,,2023-07-24T12:56:04Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Ohio, US",,,,2023-07-24T12:56:20Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Phoenix, Maricopa County",,,,2023-07-24T12:56:20Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Pluckemin, Somerset County",,,,2023-07-24T12:56:20Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Addison, Dallas",,,,2023-07-24T12:56:17Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Texas, US",,,,2023-07-24T12:56:20Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Illinois, US",,,,2023-07-24T12:56:17Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Daly City, San Mateo County",,,,2023-07-24T12:56:19Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Los Angeles, Los Angeles County",,,,2023-07-24T12:56:20Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,79212.25,79212.25,"Dallas, Texas",,,,2025-11-22T22:50:34Z,"Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,80003.41,80003.41,"West Virginia, US",,,,2025-11-22T13:00:32Z,"Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,82791.8,82791.8,"Sunnyvale, Santa Clara County",,,,2025-11-22T22:49:56Z,"Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,79105.2,79105.2,"Montevallo, Shelby County",,,,2025-11-22T22:55:31Z,"Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Georgia, US",,,,2023-07-24T12:56:17Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,90000,135000,"Washington, Washington, D.C.",,,,2023-07-24T12:56:19Z,"We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing high-quality prompts that drive o…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineers,Forhyre,74329.4,74329.4,"Liberty Township, Butler County",,,,2025-11-22T12:53:48Z,"Job Description Job Description We are a cutting-edge technology company at the forefront of the Artificial Intelligence (AI) revolution. Our mission is to create intelligent solutions that transform industries and drive innovation. We are seeking a talented and motivated Prompt Engineer to join our dynamic team and play a pivotal role in shaping the future of AI. Role Overview: As a Prompt Engineer, you will be a key member of our AI development team, responsible for designing and developing h…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineer,Delphi,99081.25,99081.25,"San Francisco, California",,,full_time,2025-09-24T08:28:41Z,"Why Delphi? At Delphi, we are redefining how knowledge is shared by creating a new medium for human communication: interactive digital minds that people can talk to, learn from, and be guided by. The internet gave us static profiles and endless feeds. Delphi is something different: a living, interactive layer of identity. It carries your voice, perspective, and judgment into every conversation—so people don’t just read about you, they experience how you think. Our mission is bold : Make human w…",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineer,Adobe,162000,301200,"San Jose, Santa Clara County",,contract,full_time,2025-10-24T09:55:52Z,"Our Company Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen. We’re on a mission to hire the very best and are committed to creating exceptional employee experiences wher…",IT Jobs,Adzuna,Prompt Engineer
Senior Prompt Engineer,S3,143468.78,143468.78,"Charlotte, Mecklenburg County",,contract,,2025-11-09T11:26:31Z,"Job Description STRATEGIC STAFFING SOLUTIONS HAS AN OPENING! This is a Contract Opportunity with our company that MUST be worked on a W2 Only. No C2C eligibility for this position. Visa Sponsorship is Available! The details are below. “Beware of scams. S3 never asks for money during its onboarding process.” Job Title: Senior Prompt Engineer Contract Length: 6 Months Location: Charlotte, NC 28262 (On-site, 3 days per week) Job ref 244049 Overview We are seeking a Senior Prompt Engineer to suppor…",IT Jobs,Adzuna,Prompt Engineer
AI Prompt Engineer,CEI,111382.73,111382.73,"Pittsburgh, Allegheny County",,,,2025-11-24T10:45:21Z,"Job Description Job Description Prompt and Context Engineer Job Details: Location: Remote (U.S.) – EST or CST time zone preferred Work Authorization: U.S. Citizens or Green Card Holders preferred Experience Required: Minimum 2 years in AI/ML, NLP, or LLM development Job Summary: We are looking for a Prompt and Context Engineer to join our growing AI/ML team. In this role, you will design, test, and refine prompts and contextual frameworks for large language models (LLMs) such as GPT, Claude, an…",IT Jobs,Adzuna,Prompt Engineer
AI Prompt Engineer,MidFirst Bank,92468.71,92468.71,"Village, Oklahoma County",,,full_time,2025-09-27T09:05:49Z,"The AI Process Analyst fine-tune models in pre-built applications, manage capabilities and configure AI tools for enterprise use. In collaboration with the AI Business Analyst and Functional Lead, the Prompt Engineers will work with business users, educating them in best practices for successful AI use case implementation. Collaborate with business units to identify and advise on potential AI use cases, building out a solution for business problems that are purpose-built for AI solutions. Test …",IT Jobs,Adzuna,Prompt Engineer
AI Prompt Engineer,Authenticx,101205.56,101205.56,"Indianapolis, Marion County",,,,2025-11-18T22:31:43Z,"Who is Authenticx? Authenticx is on a mission to help humans understand humans. Our software platform is the new standard for humanizing customer interaction data at scale. We do this by channeling our passion and talent into helping health care leaders listen to their conversational data in a way that delivers value to the enterprise. What do we offer our team members? A culture based on our core values of Authenticity, Courage and Having Fun A collaborative environment that supports your pers…",IT Jobs,Adzuna,Prompt Engineer
Marketing Prompt Engineer,Aptive,88326.53,88326.53,US,,,full_time,2025-10-16T05:38:04Z,"About the Role: As a Marketing Prompt Engineer you’ll work at the intersection of sales, innovation and content creation —designing and enhancing GenAI prompts to communicate compelling and effective solutions, articulate Aptive value propositions, and stimulate Aptive brand awareness, education and customer buying behavior. The MPE partners with technical and customer domain SMEs to lead marketing and solutioning activities, resulting in differentiated, well-articulated content that address cu…","PR, Advertising & Marketing Jobs",Adzuna,Prompt Engineer
AI Prompt Engineer,Monograph,100000,130000,"San Francisco, California",,,full_time,2025-07-21T16:45:48Z,"Look around you today, every store, home, hospital, school, was made possible by the coordination of architects and a team of professionals. They are charged with the responsibility of creating our shelters and yet, they are left with nothing more than Excel to manage their work. We're here to change that. What is Monograph? Monograph is a firm performance management platform for architecture and engineering practices. Firms use Monograph to make quick and confident decisions about budgeting an…",IT Jobs,Adzuna,Prompt Engineer
AI Prompt Engineer,AMERICAN SYSTEMS,159337.64,159337.64,"Baileys Crossroads, Fairfax County",,,full_time,2025-10-01T06:37:08Z,"AMERICAN SYSTEMS is an employee-owned federal government contractor supporting national priority programs through our strategic solutions in the areas of Information Technology, Test & Evaluation, Program Mission Support, Engineering & Analysis, and Training. As a AI Prompt Engineeer with AMERICAN SYSTEMS you will have the opportunity to do the following: Design and develop front-end applications that leverage an AI backend capability Help users develop critical security products Defend the Dep…",IT Jobs,Adzuna,Prompt Engineer
AI Prompt Engineer,Magical,130000,175000,"San Francisco, California",,,full_time,2025-09-27T08:02:48Z,"Magical is redefining how work gets done. Our agentic AI platform brings ""AI employees"" into the workplace to take over the repetitive, soul-crushing workflows that slow teams down. The result: organizations move faster, with sharper focus, and deliver better outcomes where it matters most, like improving patient care. The shift to agentic work is inevitable, and we’re leading it. We've scaled from $0 -> $XM ARR in 3 months with our agentic product, and we're looking for engineers to help us re…",Engineering Jobs,Adzuna,Prompt Engineer
Prompt Engineer - Blueflame AI,Datasite,82900,142000,"New York City, New York",,,full_time,2025-10-17T09:08:22Z,"Datasite and its associated businesses are the global center for facilitating economic value creation for companies across the globe. From data rooms to AI deal sourcing and more. Here you’ll find the finest technological pioneers: Datasite, Blueflame AI, Firmex, Grata, and Sherpany. They all, collectively, define the future for business growth. Apply for one position or as many as you like. Talent doesn’t always just go in one direction or fit in a single box. We’re happy to see whatever your …",IT Jobs,Adzuna,Prompt Engineer
Prompt Engineer / AI Engineer,HyperFi,156166.98,156166.98,"Tenderloin, San Francisco",,,,2025-10-20T01:21:54Z,"About HyperFi We're building the kind of platform we always wanted to use: fast, flexible, and built for making sense of real-world complexity. Behind the scenes is a robust, event-driven architecture that connects systems, abstracts messy workflows, and leaves room for smart automation. The surface is clean and simple. The interactions are seamless and intuitive. The machinery underneath is anything but. That's where you come in. We're a well-networked founding team with strong execution roots…",IT Jobs,Adzuna,Prompt Engineer
"MTS, Copilot Prompt Engineer",Microsoft,158400,258000,"Redmond, King County",,contract,full_time,2025-10-15T11:45:04Z,"CLICK HERE TO APPLY Overview Hello future teammate! We're on quite the bold mission; we're building an AI companion that's truly empathetic, kind, and equal partners to our users. This isn't an assistant—it's thoughtful collaborator that grows alongside the people they serve. We believe AI should elevate human potential through genuine connection and mutual understanding. You'll join our small and nimble team as a Prompt Engineer, the architect of these relationships. You'll craft the foundatio…",IT Jobs,Adzuna,Prompt Engineer
Adjunct Faculty - Prompt Engineering Workshop,Ivy Tech Community College,79857.89,79857.89,"Lafayette, Tippecanoe County",,,part_time,2025-05-17T03:29:33Z,"We are seeking an experienced Prompt Engineering Instructor to deliver specialized training on designing and optimizing prompts for ChatGPT and similar AI models. This role focuses on equipping participants with practical skills in prompt engineering, tailored to business and industry needs. The instructor will collaborate with the Skills Training team to develop curriculum, facilitate interactive sessions, and assess learning outcomes. Key Responsibilities Develop and deliver engaging training…",IT Jobs,Adzuna,Prompt Engineer
